min_p_cent,max_p_grad,max_radius,max_uv,fraction_of_time_in_GLR,maturity_glr0_minus_genesis_ratio,sup_ttl_precip,mi_ttl_precip,huron_ttl_precip,erie_ttl_precip,ont_ttl_precip,sup_ttl_evap_anom,mi_ttl_evap_anom,huron_ttl_evap_anom,erie_ttl_evap_anom,ont_ttl_evap_anom,lat_gen,lon_gen,year,month,season,amo_unsmoothed_value,ao_value,ea_wr_value,enso_best_value,ipo_value,nao_value,pdo_value,pna_value,pol_value,qbo_value,wp_value,k2_cluster,k2_posterior
996.7839063,15.00384418,1299.780643,91.13814041,0.172413793,0.275862069,0.004424472226,0.03182749181,0.003448803194,0.05549497517,0.02211841293,0.0021187424518584,-0.0004282419636904,0.002840229205823,-0.0028789486907,-0.0001168654228742,38.96241563,-102.3311395,2013,6,JJA,-0.028082422,0.46939447,-2.14163421,-0.955005574,-0.650110965,0.779990058,-1.198048171,-0.399538184,0.131840579,16.34181282,-0.389429709,0,0.9732782181177985
1002.97625,9.06853751,571.8945777,65.88466243,0.2,0.8,0.01153806754,0.02639327194,0.008124656925,0.03272958181,0.01076511047,0.0011815403729958,-0.0030532742723598,0.0009047801488484,-0.0037934765452391,-0.0019161682035878,48.91917635,-99.30477234,2013,6,JJA,-0.028082422,0.46939447,-2.14163421,-0.955005574,-0.650110965,0.779990058,-1.198048171,-0.399538184,0.131840579,16.34181282,-0.389429709,1,0.999999999897125
997.8852344,13.46362093,1620.265653,60.64144491,1.0,0.0,0.01762259143,0.01168371411,0.02860723801,0.03392272269,0.01483368661,0.0028826141470789,0.0029710169295043,0.0068294879310889,0.0002805644757497,3.10599760642787e-05,39.82468498,-76.92608114,2013,6,JJA,-0.028082422,0.46939447,-2.14163421,-0.955005574,-0.650110965,0.779990058,-1.198048171,-0.399538184,0.131840579,16.34181282,-0.389429709,1,0.9999999999994813
999.8632813,17.63741818,883.9970422,114.7961967,0.0,0.333333333,0.00240135506,0.000810217193,0.0007837880839,0.003863448003,0.01007871399,0.0014286840302046,-0.0003031561582083,0.0008507419297859,-0.0015613604762116,-0.002046693535113,26.24818988,-86.3838861,2013,6,JJA,-0.028082422,0.46939447,-2.14163421,-0.955005574,-0.650110965,0.779990058,-1.198048171,-0.399538184,0.131840579,16.34181282,-0.389429709,0,0.9814020683570036
994.594375,14.3878376,1566.070775,91.93336176,0.272727273,0.227272727,0.01749484333,0.00766110592,0.007991802186,0.006225062035,0.005003047949,0.0009712331183883,0.0098817111653442,0.0102967521598951,0.0101092971783249,0.0089916841692675,51.08613888,-110.9892009,2013,7,JJA,0.115713749,-0.090951559,-0.011114489,-0.875343002,-0.833383081,0.649634769,-1.669422815,-0.759997195,-0.157720022,17.23065397,-0.799171502,0,0.9591687564962735
1004.245703,12.2586054,792.3801174,106.9369304,0.857142857,0.142857143,0.04637252375,0.01970137643,0.03008610936,0.01243709723,0.02069227574,0.0008773918379481,0.007562012272042,0.004250099028709,0.0168103325248716,0.0090648188167004,50.07819085,-97.57294864,2013,7,JJA,0.115713749,-0.090951559,-0.011114489,-0.875343002,-0.833383081,0.649634769,-1.669422815,-0.759997195,-0.157720022,17.23065397,-0.799171502,1,0.9999999980601855
1004.948047,8.090253252,1260.93532,108.9329323,0.058823529,0.0,0.002852837066,0.0009578595209,0.003277473003,0.008698612168,0.01934320628,0.0007393786411239,0.0071362328120799,0.0074567388995215,0.0082113440410796,0.0091794607185546,45.89767185,-77.05014553,2013,8,JJA,0.119509921,0.073802412,-1.780594768,-0.495680431,-0.873655197,1.069279479,-1.46079746,-0.110456207,0.112719378,17.61949513,-0.088913296,0,0.9999998833945233
1002.445781,13.3848517,1417.228063,64.5199177,0.363636364,0.0,0.01141178011,0.01099589242,0.01156681528,0.01504531606,0.01118927353,-0.0005136809722365,-0.0033890346201465,-0.0006490823194991,-0.0014487357029838,-0.0007327304781491,51.02460598,-82.24996358,2013,8,JJA,0.119509921,0.073802412,-1.780594768,-0.495680431,-0.873655197,1.069279479,-1.46079746,-0.110456207,0.112719378,17.61949513,-0.088913296,0,0.9929674086018014
1011.292266,8.629507303,410.7362167,72.16281746,0.2,0.8,0.006928077893,0.006396244184,0.005842896434,0.003885337648,0.004671369483,0.0042014180185399,0.0077960875927083,0.0045095995474626,0.0089511188298107,0.0079001589594361,47.4208263,-105.3092735,2013,9,SON,0.179306092,-0.541843616,-0.420075046,-0.356017859,-0.690927313,0.32892419,-0.902172104,0.359084781,-1.446841223,16.07833628,2.01134491,1,0.999999999962828
997.9271875,17.93755673,1220.854636,129.4197627,0.125,0.375,0.01638301866,0.01635750472,0.01774811147,0.0546797555,0.0351574319,-0.0022331821757832,-0.0037540283494971,-0.0030750911766657,-0.003008987474653,-0.0017803097239037,55.92701837,-117.4201486,2013,9,SON,0.179306092,-0.541843616,-0.420075046,-0.356017859,-0.690927313,0.32892419,-0.902172104,0.359084781,-1.446841223,16.07833628,2.01134491,0,0.8776475015424213
1006.645625,8.505466738,291.8011216,132.1243288,0.166666667,0.833333333,0.00012325414,0.0,2.09e-05,0.000350619596,1e-05,-0.0027152753358347,-0.001051581632506,-0.0034508231764476,-0.000421647405866,0.0003187015106727,47.05281508,-102.0305961,2013,9,SON,0.179306092,-0.541843616,-0.420075046,-0.356017859,-0.690927313,0.32892419,-0.902172104,0.359084781,-1.446841223,16.07833628,2.01134491,1,0.9999999997377111
1003.052656,9.639963613,529.2567428,54.44895163,0.7,0.3,0.02225671639,0.008200359072,0.01058451633,0.01324413581,0.01434014633,-0.0007542818396336,-0.0001072271765155,4.53888520907455e-05,0.0013654974176792,9.26084081122209e-05,41.59634297,-101.8463941,2013,9,SON,0.179306092,-0.541843616,-0.420075046,-0.356017859,-0.690927313,0.32892419,-0.902172104,0.359084781,-1.446841223,16.07833628,2.01134491,1,0.9999999595587327
1001.287344,18.2756182,734.5306373,61.91923744,0.714285714,0.285714286,0.02349292591,0.01368881549,0.02361824594,0.02289429992,0.0241598079,0.0005457658065368,0.0087964479405936,0.0038166469218411,0.0071829588551786,0.0023248887118431,41.97440622,-102.4989195,2013,10,SON,0.271102264,0.181310355,0.790444675,-0.316355287,-0.545199429,-0.9314311,-1.293546748,-0.26137423,0.893598176,14.64717743,-0.008396884,1,0.9999994608116008
999.6625,15.6218372,1054.747862,81.83570296,0.24,0.32,0.01618686537,0.01236842817,0.02136140945,0.03117112152,0.02298860532,0.008247935940003,0.0186836277032116,0.0144713592340503,0.0212724866537308,0.0124240529448617,61.66846543,-121.2777029,2013,10,SON,0.271102264,0.181310355,0.790444675,-0.316355287,-0.545199429,-0.9314311,-1.293546748,-0.26137423,0.893598176,14.64717743,-0.008396884,0,0.5387185036622123
996.0217969,13.67682448,932.6209112,133.0955364,0.3,0.0,0.01513964079,0.0112008782,0.02039727114,0.02839628263,0.01836510642,0.0044548541482772,0.0148046914551938,0.0099842923788117,0.0169835279768853,0.00958296318691,47.1510501,-78.56969842,2013,10,SON,0.271102264,0.181310355,0.790444675,-0.316355287,-0.545199429,-0.9314311,-1.293546748,-0.26137423,0.893598176,14.64717743,-0.008396884,0,0.9963746301691953
997.048125,20.64154546,589.7063258,112.4617422,0.357142857,0.5,0.009885352312,0.004844851972,0.01821584521,0.01141698258,0.02250129437,0.0074802394718992,0.0146942047188294,0.0109990124819096,0.0184807847950794,0.0134948859730581,64.20484579,-127.1709235,2013,10,SON,0.271102264,0.181310355,0.790444675,-0.316355287,-0.545199429,-0.9314311,-1.293546748,-0.26137423,0.893598176,14.64717743,-0.008396884,1,0.9957160654665295
998.2496875,12.79812721,1210.709307,106.7027234,0.117647059,0.411764706,0.03573287569,0.02610429094,0.044579509,0.04017910169,0.03098059269,0.0020562041852032,-0.0004570260823772,0.0003602172510261,-0.000150427089086,0.0015976531043685,37.38771922,-102.5013541,2013,10,SON,0.271102264,0.181310355,0.790444675,-0.316355287,-0.545199429,-0.9314311,-1.293546748,-0.26137423,0.893598176,14.64717743,-0.008396884,1,0.525763071881059
993.3110938,14.44937398,775.6324419,123.3786588,0.060606061,0.03030303,0.007319393255,0.008108022698,0.004839263891,0.0006125805576,2e-05,-0.0010266324098041,-0.0019491590000618,-0.005004316259687,-0.0041250245165896,-0.0028086456699064,44.38019189,-96.08469387,2013,10,SON,0.271102264,0.181310355,0.790444675,-0.316355287,-0.545199429,-0.9314311,-1.293546748,-0.26137423,0.893598176,14.64717743,-0.008396884,0,0.9999717625917512
967.3425,41.53994257,1290.564403,109.3223494,0.4375,0.125,0.02680488038,0.04093685837,0.02324281394,0.02269624238,0.01842566604,-0.0018545577015244,-0.0036930581010869,-0.0023806079574617,-0.0025269850223529,-0.0011035090821337,43.01608361,-99.32359178,2013,11,SON,0.052898435,1.946964326,-0.719035604,-0.716692716,-0.495471545,0.758213611,-0.534921393,-1.191833242,2.724037575,15.40601858,0.041861323,0,0.999998310846353
1016.63625,11.99266001,537.4627631,40.31257871,1.0,0.0,0.01068043554,0.007481275782,0.01024873057,0.0116387825,0.008451085586,0.0062630875346368,0.0066883896182496,0.0057700923922939,0.0069810300156434,0.0051411794377066,48.51924535,-90.94956686,2013,11,SON,0.052898435,1.946964326,-0.719035604,-0.716692716,-0.495471545,0.758213611,-0.534921393,-1.191833242,2.724037575,15.40601858,0.041861323,1,0.9999999999999325
1000.131016,20.66146162,1008.069597,136.4095182,0.466666667,0.533333333,0.01342208257,0.008893452478,0.009422640765,0.01107770441,0.01744411694,0.0058450201347059,0.0111573606048824,0.0093551993260559,0.011260576927146,0.0082426661437075,61.69064989,-140.8394923,2013,11,SON,0.052898435,1.946964326,-0.719035604,-0.716692716,-0.495471545,0.758213611,-0.534921393,-1.191833242,2.724037575,15.40601858,0.041861323,1,0.9998621883478077
995.8198438,21.15047194,1411.038036,107.6948134,0.052631579,0.263157895,0.008007229278,0.006208403806,0.00580592756,0.01006651173,0.01711410858,0.0036451811077403,0.0040993176972735,0.003692184900536,0.0041931190204836,0.0034113403300631,26.27973005,-93.19162666,2013,11,SON,0.052898435,1.946964326,-0.719035604,-0.716692716,-0.495471545,0.758213611,-0.534921393,-1.191833242,2.724037575,15.40601858,0.041861323,0,0.999209768017988
1018.561328,8.225341109,665.7676145,125.3582114,0.125,0.875,0.01038332393,0.004991775022,0.003973061046,0.006955963404,0.01424411691,0.0018467690954609,0.0036449213776501,0.003686418132725,0.0034236740431353,0.0030601980533834,56.94336196,-119.2075965,2013,11,SON,0.052898435,1.946964326,-0.719035604,-0.716692716,-0.495471545,0.758213611,-0.534921393,-1.191833242,2.724037575,15.40601858,0.041861323,1,0.9999999999878941
1001.145547,16.96712005,1139.257899,142.4528031,0.166666667,0.138888889,0.01685756674,0.01314512201,0.01581256778,0.01597300499,0.01720108547,0.0069034126517654,0.0088631015322704,0.0090497276457496,0.0120801558100778,0.0111279437309835,51.47398373,-114.8937652,2013,11,SON,0.052898435,1.946964326,-0.719035604,-0.716692716,-0.495471545,0.758213611,-0.534921393,-1.191833242,2.724037575,15.40601858,0.041861323,0,0.9992845763768372
997.7545313,15.08816756,866.2652923,68.77247522,0.1875,0.0,0.01046968982,0.007758995763,0.01206051635,0.006822583625,0.00647888105,0.0078460117105939,0.0095930097608263,0.0076590008902928,0.0068160525431914,0.0084111678067779,43.04981883,-85.77400182,2013,12,DJF,-0.039305393,1.392318297,-0.198515882,-0.187030144,-0.475743661,0.737858321,-0.836296037,-1.212292254,-0.685523025,15.50485973,-1.927880471,0,0.9999179922671249
1016.767422,9.575239356,579.4971354,64.68670305,1.0,0.0,0.01379754337,0.006072300219,0.008298563168,0.002261465306,0.004177753726,-0.0023419911545401,-0.0030123274464707,-0.0026302232683473,-0.0031891742743126,-0.0011222802531107,49.45198647,-87.73524545,2013,12,DJF,-0.039305393,1.392318297,-0.198515882,-0.187030144,-0.475743661,0.737858321,-0.836296037,-1.212292254,-0.685523025,15.50485973,-1.927880471,1,0.9999999999998614
1006.925625,14.73088597,695.0073757,130.4944731,0.285714286,0.714285714,0.01174087825,0.01040034167,0.008863147914,0.02086442265,0.01997905417,0.0026150745518951,0.0033681674057985,0.003477385114891,0.0024547990542551,0.0044529956171307,37.98495217,-102.1126229,2013,12,DJF,-0.039305393,1.392318297,-0.198515882,-0.187030144,-0.475743661,0.737858321,-0.836296037,-1.212292254,-0.685523025,15.50485973,-1.927880471,1,0.9999997744213488
1002.204766,18.36003939,1147.262559,122.6008996,0.0,0.0625,0.01115285351,0.009892854196,0.008370798177,0.01931588487,0.01944883704,0.0022246512463953,0.0033166257814494,0.0029193664942166,0.0024142339251214,0.0035745302608969,35.41509046,-77.92233084,2013,12,DJF,-0.039305393,1.392318297,-0.198515882,-0.187030144,-0.475743661,0.737858321,-0.836296037,-1.212292254,-0.685523025,15.50485973,-1.927880471,0,0.9999961893724527
1005.349844,11.03564612,956.2139656,103.5275239,0.1875,0.8125,0.005710571772,0.009309884832,0.01336330925,0.0402066916,0.02466936538,-0.0020078660000879,-0.0025899070526302,-0.0022214808013262,-0.0059220295794766,-0.0034620585985235,40.98659225,-156.9434062,2013,12,DJF,-0.039305393,1.392318297,-0.198515882,-0.187030144,-0.475743661,0.737858321,-0.836296037,-1.212292254,-0.685523025,15.50485973,-1.927880471,1,0.999999999088069
1006.198516,11.80069042,924.0488459,106.0991067,0.307692308,0.461538462,0.007021721044,0.02049531331,0.02844642016,0.07256443931,0.05347854712,-0.0003537668736719,-0.0030585821884591,-0.0007021573332579,-0.0095020430531261,-0.0033156128472409,39.44928935,-102.4433342,2013,12,DJF,-0.039305393,1.392318297,-0.198515882,-0.187030144,-0.475743661,0.737858321,-0.836296037,-1.212292254,-0.685523025,15.50485973,-1.927880471,1,0.9986761036078874
1000.181094,18.24317897,1531.127791,135.1784205,0.157894737,0.052631579,0.01084648913,0.01994432765,0.02333587313,0.05929603454,0.04233263893,0.0016532464713115,0.0003602255926432,0.0007033551657025,-0.0047974714799372,-0.0006192428979783,34.12609187,-92.63518458,2013,12,DJF,-0.039305393,1.392318297,-0.198515882,-0.187030144,-0.475743661,0.737858321,-0.836296037,-1.212292254,-0.685523025,15.50485973,-1.927880471,0,0.9999749494628456
1001.811563,19.01525135,912.3488107,105.3645145,0.466666667,0.533333333,0.01657164704,0.006385323375,0.009563057825,0.006250619598,0.005401586662,0.0029653892026139,-8.75299687214937e-05,-0.0011607876420783,-0.0020168040003133,-0.0001914056799922,55.50921083,-117.0720802,2013,12,DJF,-0.039305393,1.392318297,-0.198515882,-0.187030144,-0.475743661,0.737858321,-0.836296037,-1.212292254,-0.685523025,15.50485973,-1.927880471,1,0.9999752736853491
1005.931563,11.728575,375.3027107,178.6056508,0.166666667,0.5,0.01249662885,0.004364486409,0.005854285584,0.003761614037,0.00544111068,-0.0003335337653327,-0.0038630520335317,-0.0041373051273596,-0.0041712406482136,-0.0030302641756983,54.4138984,-113.7763435,2013,12,DJF,-0.039305393,1.392318297,-0.198515882,-0.187030144,-0.475743661,0.737858321,-0.836296037,-1.212292254,-0.685523025,15.50485973,-1.927880471,1,0.9975748120976569
986.9365625,31.16814194,1338.984852,98.89933774,0.235294118,0.176470588,0.03184314043,0.01421649792,0.022399534,0.01190223061,0.005201377869,0.0088803734468995,0.0027611713505157,0.0004976232039175,-0.0052680263862256,-0.0023315765270169,37.38771922,-102.5013541,2013,12,DJF,-0.039305393,1.392318297,-0.198515882,-0.187030144,-0.475743661,0.737858321,-0.836296037,-1.212292254,-0.685523025,15.50485973,-1.927880471,0,0.9998929069135231
977.2500781,21.34295951,1726.779621,134.1418017,0.153846154,0.076923077,0.01057968333,0.01857259418,0.02458669425,0.02565586416,0.02750521518,-0.007382224043067,-0.0077847326215791,-0.0077287990110579,-0.0096954646908542,-0.0060536110736704,49.94137601,-98.87055586,2014,1,DJF,-0.137509222,-1.051927732,-1.157996161,-1.437367572,-0.477015778,-0.222496968,-0.127670681,0.537248735,-0.645083626,16.08370089,0.622377735,0,0.9998232825574453
1007.256406,13.8056222,1723.550699,113.4653406,0.0,0.25,0.01670534816,0.007347068285,0.004803973626,0.01371302671,0.009738275399,0.0006086810508245,0.0033975505919974,0.0037414742538208,0.0064953394506197,0.0049443592873818,47.88575821,-111.395885,2014,1,DJF,-0.137509222,-1.051927732,-1.157996161,-1.437367572,-0.477015778,-0.222496968,-0.127670681,0.537248735,-0.645083626,16.08370089,0.622377735,0,0.9999674336136164
989.4419531,13.36343908,1063.762965,119.6895031,0.0,0.625,0.004767671273,0.01092418209,0.007381302336,0.009569882253,0.01145659304,-0.005002132327123,-0.0055355154249513,-0.0057517050401262,-0.0062475533302258,-0.0043239026603475,52.29986989,-113.9272734,2014,1,DJF,-0.137509222,-1.051927732,-1.157996161,-1.437367572,-0.477015778,-0.222496968,-0.127670681,0.537248735,-0.645083626,16.08370089,0.622377735,1,0.9995674374695762
999.3684375,15.06075198,526.2410104,159.7120341,0.538461538,0.461538462,0.01140823986,0.02154600406,0.01676354368,0.01393734516,0.01130571627,-0.0037306724044671,-0.0033187855234932,-0.0052992884744594,-0.0047188813385806,-0.0041017824288519,58.85949339,-146.888658,2014,1,DJF,-0.137509222,-1.051927732,-1.157996161,-1.437367572,-0.477015778,-0.222496968,-0.127670681,0.537248735,-0.645083626,16.08370089,0.622377735,1,0.9999860421111698
992.1128125,14.26247133,1119.173535,70.88506648,0.066666667,0.0,0.004646571873,0.01403308059,0.01004475658,0.008258937459,0.009777378016,-0.0038022312494368,-0.003789918511823,-0.0050957288090567,-0.0046187976487769,-0.0037314879371522,49.76681155,-84.45153371,2014,1,DJF,-0.137509222,-1.051927732,-1.157996161,-1.437367572,-0.477015778,-0.222496968,-0.127670681,0.537248735,-0.645083626,16.08370089,0.622377735,0,0.9999964968813431
998.4054688,19.27060769,785.3186643,152.949525,0.166666667,0.833333333,0.006479764843,0.006658786923,0.009956126094,0.01130228015,0.009739231773,0.0004401927515513,-0.0008681641676245,0.0001291153204775,0.0016158289214598,0.0022186829027821,29.95901933,-154.7391808,2014,1,DJF,-0.137509222,-1.051927732,-1.157996161,-1.437367572,-0.477015778,-0.222496968,-0.127670681,0.537248735,-0.645083626,16.08370089,0.622377735,1,0.9999998741509576
987.7517969,26.11471382,891.6159155,119.0830965,0.636363636,0.363636364,0.01323088919,0.01414711025,0.01677230738,0.01212803602,0.009047578399,-0.0022322005794962,-0.0002828437840997,-0.0015096205879638,0.0015078772788034,0.0002424513093307,61.14070162,-115.5599652,2014,1,DJF,-0.137509222,-1.051927732,-1.157996161,-1.437367572,-0.477015778,-0.222496968,-0.127670681,0.537248735,-0.645083626,16.08370089,0.622377735,1,0.997301307407748
983.7071875,17.61477406,958.2922423,95.42191683,0.0,0.166666667,0.005606934363,0.005388656281,0.006940654565,0.00557464071,0.008100542813,0.0017050763662475,0.000705276331711,0.0021663972087783,0.0029841783641969,0.003708495614428,53.25863378,-87.51044708,2014,1,DJF,-0.137509222,-1.051927732,-1.157996161,-1.437367572,-0.477015778,-0.222496968,-0.127670681,0.537248735,-0.645083626,16.08370089,0.622377735,0,0.9998292988375468
