min_p_cent,max_p_grad,max_radius,max_uv,fraction_of_time_in_GLR,maturity_glr0_minus_genesis_ratio,sup_ttl_precip,mi_ttl_precip,huron_ttl_precip,erie_ttl_precip,ont_ttl_precip,sup_ttl_evap_anom,mi_ttl_evap_anom,huron_ttl_evap_anom,erie_ttl_evap_anom,ont_ttl_evap_anom,lat_gen,lon_gen,year,month,season,amo_unsmoothed_value,ao_value,ea_wr_value,enso_best_value,ipo_value,nao_value,pdo_value,pna_value,pol_value,qbo_value,wp_value,raw_cluster,k2_posterior,k2_cluster,storm_type
989.5086692,21.50431825,875.6305947,150.442508,0.1875,0.3125,0.011622312,0.005138215,0.012372513,0.002713229,0.00779308,0.001791846,0.001177453,-0.001161168,-0.000563386,-0.002950106,56.47909031,-114.2188883,1960,1,DJF,0.244571627,-2.213301017,-0.114775589,0.111285966,0.127315424,-1.832269361,0.763098825,0.084688267,-1.559814379,8.494634595,-0.114939915,1,0.8850271636106416,1,Type 1 (Earlier-entry storms)
997.3548863,15.98544196,914.5267771,104.7760515,0.666666667,0.333333333,0.007456135,0.046267105,0.020137457,0.056838308,0.027267068,0.003405924,0.003824369,0.002683386,0.003861621,0.002720375,37.5374196,-102.40494,1960,1,DJF,0.244571627,-2.213301017,-0.114775589,0.111285966,0.127315424,-1.832269361,0.763098825,0.084688267,-1.559814379,8.494634595,-0.114939915,0,0.9999990319937786,2,Type 2 (Later-entry storms)
985.7019727,27.27268003,1124.228265,131.8102433,0.4,0.4,0.002507165,0.009750958,0.005695322,0.010254465,0.00790935,0.002608074,0.000889776,0.000659834,-0.00019154,-0.000831887,32.13469933,-104.1768808,1960,1,DJF,0.244571627,-2.213301017,-0.114775589,0.111285966,0.127315424,-1.832269361,0.763098825,0.084688267,-1.559814379,8.494634595,-0.114939915,1,0.5178767721774349,1,Type 1 (Earlier-entry storms)
1001.80871,15.50539611,524.9161792,43.88076088,0.0,0.0,0.003124149,0.009812811,0.006769257,0.023560916,0.017099715,0.002149776,0.001306017,0.001418113,0.001800211,0.001495072,51.98161927,-91.20423843,1960,1,DJF,0.244571627,-2.213301017,-0.114775589,0.111285966,0.127315424,-1.832269361,0.763098825,0.084688267,-1.559814379,8.494634595,-0.114939915,1,0.9999946313730397,1,Type 1 (Earlier-entry storms)
991.4519436,21.61122286,1291.488987,144.6740691,0.444444444,0.444444444,0.012205463,0.006794275,0.011622298,0.017824268,0.020723711,0.000412246,-0.004528742,-3.12e-05,-0.002733643,0.000533947,32.56942798,-104.5177093,1960,1,DJF,0.244571627,-2.213301017,-0.114775589,0.111285966,0.127315424,-1.832269361,0.763098825,0.084688267,-1.559814379,8.494634595,-0.114939915,0,0.9945977210574175,2,Type 2 (Later-entry storms)
996.3652106,26.7524144,915.5051715,117.9695878,0.625,0.25,0.001543473,0.011738386,0.013106127,0.013560396,0.016108757,0.002373696,-0.003265403,-0.000559769,-0.002392936,-0.001762185,31.23407341,-90.57179518,1960,1,DJF,0.244571627,-2.213301017,-0.114775589,0.111285966,0.127315424,-1.832269361,0.763098825,0.084688267,-1.559814379,8.494634595,-0.114939915,0,0.9942218741004571,2,Type 2 (Later-entry storms)
999.8939936,15.24534058,504.2321108,66.09062176,0.0,0.0,0.003552719,0.005811705,0.007541535,0.012667152,0.008487656,0.000390178,-0.001191843,0.000482374,-0.000380981,0.000149879,51.64186197,-85.7321067,1960,1,DJF,0.244571627,-2.213301017,-0.114775589,0.111285966,0.127315424,-1.832269361,0.763098825,0.084688267,-1.559814379,8.494634595,-0.114939915,1,0.9999934467167135,1,Type 1 (Earlier-entry storms)
1007.737243,12.67600086,602.7198002,70.99093309,0.6,0.4,0.001729936,0.004395516,0.004749456,0.014610252,0.012599283,0.001222558,0.002036277,0.00190747,0.001862384,0.002349389,36.82679772,-99.44171963,1960,1,DJF,0.244571627,-2.213301017,-0.114775589,0.111285966,0.127315424,-1.832269361,0.763098825,0.084688267,-1.559814379,8.494634595,-0.114939915,0,0.9999999420478599,2,Type 2 (Later-entry storms)
955.8640914,40.92740153,1442.894868,128.6873285,0.083333333,0.0,0.011045327,0.006511454,0.011608531,0.017819429,0.020722533,-0.000639602,-0.004733198,-0.001019714,-0.003208437,-0.00057307,39.00749417,-79.91655162,1960,1,DJF,0.244571627,-2.213301017,-0.114775589,0.111285966,0.127315424,-1.832269361,0.763098825,0.084688267,-1.559814379,8.494634595,-0.114939915,1,0.999996932836364,1,Type 1 (Earlier-entry storms)
981.1417282,20.28424599,1880.432117,144.3967585,0.230769231,0.346153846,0.006642873,0.012944152,0.021299296,0.027185753,0.025706049,-0.000799495,-0.000892572,0.000371842,0.000630135,0.00066596,32.96729737,-100.7568126,1960,2,DJF,0.284367798,-1.941847045,-0.024255867,0.020948538,0.056043308,-2.41262465,0.98172418,0.024229255,-0.05937498,7.093475747,0.455318292,1,0.880231308270783,1,Type 1 (Earlier-entry storms)
977.0857535,29.32017468,1249.205434,89.27767694,0.636363636,0.363636364,0.009013898,0.028038551,0.034070785,0.036296496,0.035973976,-0.001507492,-0.006729939,-0.001076744,0.000130124,0.000614707,51.51315938,-122.8884505,1960,2,DJF,0.284367798,-1.941847045,-0.024255867,0.020948538,0.056043308,-2.41262465,0.98172418,0.024229255,-0.05937498,7.093475747,0.455318292,0,0.977361686633309,2,Type 2 (Later-entry storms)
981.3563511,31.84509545,1290.564403,99.6055042,0.028571429,0.285714286,0.001249347,0.000510608,0.000799895,0.006104081,0.016896886,0.000971722,-0.001726925,-0.000518873,-0.002797637,-0.006017469,20.30069458,-96.79594402,1960,2,DJF,0.284367798,-1.941847045,-0.024255867,0.020948538,0.056043308,-2.41262465,0.98172418,0.024229255,-0.05937498,7.093475747,0.455318292,1,0.9998414357004044,1,Type 1 (Earlier-entry storms)
971.8920574,27.42023286,1558.557769,69.3289763,0.318181818,0.090909091,0.004593177,0.027132696,0.03066048,0.034298649,0.031921815,-0.000508612,-0.00795905,-0.001425952,-0.001351557,-0.001780648,37.32309739,-99.52466797,1960,2,DJF,0.284367798,-1.941847045,-0.024255867,0.020948538,0.056043308,-2.41262465,0.98172418,0.024229255,-0.05937498,7.093475747,0.455318292,1,0.9973642912992357,1,Type 1 (Earlier-entry storms)
1003.619147,14.21451653,610.2643418,92.36734008,0.733333333,0.266666667,0.006781717,0.005686712,0.007110814,0.011812648,0.031402835,-0.000143588,-0.001985491,5.23e-05,-0.001995135,-0.00102876,52.6732638,-113.9802661,1960,2,DJF,0.284367798,-1.941847045,-0.024255867,0.020948538,0.056043308,-2.41262465,0.98172418,0.024229255,-0.05937498,7.093475747,0.455318292,0,0.9999999600650077,2,Type 2 (Later-entry storms)
972.1339588,34.85719796,1447.849973,117.1256465,0.021276596,0.106382979,0.002033106,0.00426213,0.00315522,0.010148842,0.027860095,-0.000136692,-0.001845275,-0.000803042,-0.001793669,-0.000763796,30.59590147,-93.51275876,1960,2,DJF,0.284367798,-1.941847045,-0.024255867,0.020948538,0.056043308,-2.41262465,0.98172418,0.024229255,-0.05937498,7.093475747,0.455318292,1,0.9999894204873716,1,Type 1 (Earlier-entry storms)
999.9350877,17.08716099,680.9829039,97.68974459,0.454545455,0.545454545,0.003125965,0.010548276,0.001579344,0.006033499,0.001751663,0.000249071,-0.001027114,-0.000210991,-0.001296167,-0.003759703,30.74066884,-105.2750269,1960,2,DJF,0.284367798,-1.941847045,-0.024255867,0.020948538,0.056043308,-2.41262465,0.98172418,0.024229255,-0.05937498,7.093475747,0.455318292,0,0.9999971357085289,2,Type 2 (Later-entry storms)
983.6514082,26.19770293,1559.897476,131.4514218,0.277777778,0.333333333,0.00099502,0.004447836,0.011461743,0.024141748,0.023582043,0.000358431,-0.001478753,-0.000873475,-0.001630014,-0.002659242,28.42166582,-94.49960771,1960,2,DJF,0.284367798,-1.941847045,-0.024255867,0.020948538,0.056043308,-2.41262465,0.98172418,0.024229255,-0.05937498,7.093475747,0.455318292,1,0.9543719516071969,1,Type 1 (Earlier-entry storms)
985.0430631,27.98986642,456.3924099,63.39418754,0.071428571,0.0,0.000726011,0.001210303,0.001747787,0.012154857,0.011102201,0.001173999,0.002153227,0.002001408,0.002383389,0.00353571,40.07962442,-74.25538492,1960,2,DJF,0.284367798,-1.941847045,-0.024255867,0.020948538,0.056043308,-2.41262465,0.98172418,0.024229255,-0.05937498,7.093475747,0.455318292,1,0.9999945154375246,1,Type 1 (Earlier-entry storms)
1005.165171,11.09914141,365.3644872,57.70796036,0.25,0.375,0.000871496,0.009805426,0.008720886,0.009690763,0.012156264,0.000137001,9.58e-05,5.07e-05,-0.000757576,0.000400893,33.51818645,-79.38762778,1960,3,MAM,0.15616397,-1.355393074,3.096263854,-0.16938889,0.231771192,-0.75297994,0.250349536,-0.446229756,0.061064419,3.662316898,-1.564423502,0,0.9922692171307956,2,Type 2 (Later-entry storms)
995.0651183,17.28229685,1169.333103,102.6499348,0.5,0.333333333,0.001144584,0.01119979,0.008958452,0.010124112,0.012457527,-1.38e-05,-0.000526444,-0.00018336,-0.000738857,0.00078576,36.02874613,-103.3466886,1960,3,MAM,0.15616397,-1.355393074,3.096263854,-0.16938889,0.231771192,-0.75297994,0.250349536,-0.446229756,0.061064419,3.662316898,-1.564423502,0,0.9989895546989661,2,Type 2 (Later-entry storms)
990.8970467,26.39441159,627.4627802,104.7487102,0.666666667,0.0,0.007969557,0.004338626,0.00899341,0.01107475,0.006719292,-0.001179209,-0.002440984,-0.002078423,-0.002271459,-0.002059644,50.31820675,-89.17446953,1960,3,MAM,0.15616397,-1.355393074,3.096263854,-0.16938889,0.231771192,-0.75297994,0.250349536,-0.446229756,0.061064419,3.662316898,-1.564423502,0,0.9943171471595095,2,Type 2 (Later-entry storms)
961.1359977,47.01254454,866.2652923,105.6281289,0.117647059,0.0,0.003190183,0.00283157,0.003649522,0.004219896,0.003897056,0.000174563,-0.00050563,-0.000560516,-0.000967581,-0.001356259,44.79027108,-81.95239691,1960,3,MAM,0.15616397,-1.355393074,3.096263854,-0.16938889,0.231771192,-0.75297994,0.250349536,-0.446229756,0.061064419,3.662316898,-1.564423502,1,0.9999999981306402,1,Type 1 (Earlier-entry storms)
965.4297574,39.02964625,2112.040522,121.2491534,0.0,0.294117647,0.001142846,0.004390449,0.006105816,0.016760095,0.010123984,3.17e-05,-0.001332475,-0.000905888,-0.001511745,-0.001420809,31.75285775,-90.34584558,1960,3,MAM,0.15616397,-1.355393074,3.096263854,-0.16938889,0.231771192,-0.75297994,0.250349536,-0.446229756,0.061064419,3.662316898,-1.564423502,1,0.9999924850955894,1,Type 1 (Earlier-entry storms)
1003.92386,11.1434303,781.5094971,59.99222494,1.0,0.0,0.011325108,0.006555844,0.009420093,0.005599256,0.00404806,-0.001116458,-0.001116074,-0.000485329,-0.000424108,-0.00077991,47.77012245,-82.35395185,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,0,0.9999999999999698,2,Type 2 (Later-entry storms)
984.0655692,30.64083603,1096.093462,143.8367161,0.0,0.518518519,0.027121083,0.014948461,0.015484807,0.005030811,0.006246842,0.001541279,0.002725681,0.002437171,0.002734611,0.001790428,61.78464748,-131.4236656,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,1,0.8955191101715526,1,Type 1 (Earlier-entry storms)
989.9638592,22.68187999,751.929475,130.3638517,0.125,0.083333333,0.021413549,0.015182425,0.009293512,0.007117558,0.007151202,0.0017527,0.003371321,0.003128237,0.003960106,0.003107554,43.15324697,-103.5231607,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,1,0.9993314183646266,1,Type 1 (Earlier-entry storms)
990.6663608,30.4456928,939.6339962,124.3106229,0.235294118,0.0,0.007247273,0.032917489,0.020082357,0.012157169,0.01807954,-0.000634906,0.000329034,0.000393359,0.003119539,0.00081246,47.22192934,-76.82107896,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,1,0.9997831148857393,1,Type 1 (Earlier-entry storms)
998.1969067,19.83717823,900.9385161,93.96101094,0.625,0.375,0.004712857,0.035710378,0.020417077,0.012560741,0.018635109,-0.000620606,0.000581685,0.000717628,0.003574787,0.001099704,37.5374196,-102.40494,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,0,0.99999253455589,2,Type 2 (Later-entry storms)
993.025272,18.41971833,500.4698709,144.1072853,0.4,0.6,0.017770827,0.005141001,0.006432175,0.005230277,0.0095538,0.001911004,0.00333295,0.002612724,0.004564961,0.001538918,38.21659928,-102.8213438,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,0,0.9999805855327508,2,Type 2 (Later-entry storms)
996.5916396,18.83913831,808.0427922,136.9806338,0.6,0.0,0.027754489,0.007373111,0.007321062,0.005230277,0.011212502,0.001914273,0.004036968,0.003227371,0.005901543,0.002088863,50.96140917,-93.52402858,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,0,0.9969258808756323,2,Type 2 (Later-entry storms)
982.4317093,27.00361621,1318.84972,172.0112639,0.095238095,0.142857143,0.024446989,0.005375345,0.006807354,0.005230277,0.010602106,0.00188681,0.003774938,0.002981737,0.00518026,0.001998936,51.55130826,-112.5282337,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,1,0.9986491283860728,1,Type 1 (Earlier-entry storms)
995.5420307,13.41048209,601.563423,76.03598413,0.333333333,0.444444444,0.015306369,0.012381285,0.010421877,0.005639622,0.010587635,-0.000550156,0.001264983,0.0006485,0.003337876,0.000837102,40.08307986,-102.4567376,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,0,0.999491800096523,2,Type 2 (Later-entry storms)
975.254544,33.13448549,1331.834014,133.4065296,0.125,0.15625,0.01114627,0.008432888,0.006517373,0.00603507,0.006623364,0.000579175,0.003101153,0.001497048,0.003100251,0.002184902,58.1069577,-130.0927002,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,1,0.9999371825657595,1,Type 1 (Earlier-entry storms)
988.9041867,19.43998648,516.8958896,105.5074572,0.12,0.0,0.004335525,0.004170997,0.00423676,0.005364412,0.003569649,-0.001057965,-0.00068841,-0.000304723,0.000181796,-0.000305123,42.79934837,-88.4594091,1960,4,MAM,0.164960141,-0.027939103,-0.773216425,-0.149726318,0.337499076,1.506664771,0.548974892,0.173311232,-0.628496181,2.62115805,-0.294165296,1,0.9998124596648125,1,Type 1 (Earlier-entry storms)
1001.01453,11.68396047,853.0744266,140.7866182,0.066666667,0.666666667,0.013147863,0.007295284,0.007428769,0.007262961,0.00485869,-0.000466061,-0.000156426,0.000306227,0.000521396,-7.54e-05,62.49398457,-124.2780309,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,0,0.9999963610667879,2,Type 2 (Later-entry storms)
993.5641265,18.613276,1436.261469,93.6444932,0.307692308,0.384615385,0.019941796,0.029104694,0.062204005,0.041627582,0.046700208,-0.003069126,-0.003041973,0.000208545,-0.001408163,0.001136493,34.29549199,-82.41329124,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,0,0.9198419773017789,2,Type 2 (Later-entry storms)
1001.511502,17.16092159,1256.826484,101.7782313,1.0,0.0,0.012863749,0.022579667,0.048180773,0.03230172,0.036056242,-0.002510929,-0.002615011,0.00053916,-0.000522042,0.00072346,42.07609085,-84.33061696,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,0,0.9999999999993587,2,Type 2 (Later-entry storms)
1005.450826,9.947224962,878.0129587,87.6151491,0.666666667,0.166666667,0.000682639,8.41e-05,0.00899308,0.008045837,0.010531588,4.75e-06,-0.000222873,0.001140293,0.002795832,0.000947472,35.75978495,-77.72477084,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,0,0.9999974667509678,2,Type 2 (Later-entry storms)
999.3315367,12.39634866,870.7320829,136.980239,0.411764706,0.470588235,0.008011307,0.031701514,0.029369694,0.012753771,0.011615967,0.0012496,0.003490511,0.00268568,0.007796905,0.001657427,33.31305157,-100.3365541,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,0,0.999936627815655,2,Type 2 (Later-entry storms)
993.8555721,18.52565512,1247.611856,143.3675394,0.069767442,0.0,0.000694481,0.000308087,0.004131716,0.007170677,0.010609501,2.02e-05,0.000330009,0.001312546,0.003163872,0.000877059,45.46274328,-75.49736412,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,1,0.9999505104835386,1,Type 1 (Earlier-entry storms)
997.0479236,14.45652619,1280.505291,117.5977076,0.833333333,0.0,0.017599555,0.017970492,0.027405273,0.02361828,0.029548239,0.002468646,0.003282779,0.003676778,0.005822376,0.003592273,41.18034238,-94.4819538,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,0,0.9999999786711895,2,Type 2 (Later-entry storms)
1004.921843,10.63855774,734.3952025,132.8410238,0.375,0.0,0.00073693,0.003182318,0.004481351,0.00776175,0.017057833,0.00096379,0.001390517,0.001467638,0.000823792,0.002120245,46.56141084,-80.41317608,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,1,0.9382638893976507,1,Type 1 (Earlier-entry storms)
994.392755,11.67110988,1234.144564,75.13913132,0.461538462,0.538461538,0.010490061,0.009687502,0.001696931,0.014449526,0.002613391,0.002279838,0.003358805,0.002745122,0.003810273,0.001566614,39.30077054,-102.5430144,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,0,0.9999997936690797,2,Type 2 (Later-entry storms)
992.6571976,24.97400076,1000.442726,104.2261085,0.19047619,0.285714286,0.027823364,0.028593747,0.016654429,0.013413049,0.00725539,-0.000159282,0.000651376,0.001635089,0.001315568,0.000267864,37.23775827,-102.5972614,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,1,0.9873137131461017,1,Type 1 (Earlier-entry storms)
990.4094668,26.50924199,1317.642397,72.0417169,0.727272727,0.090909091,0.060213064,0.077913957,0.071335502,0.056753815,0.049956146,-0.00317782,0.000559256,0.00351546,-0.000144258,0.00132323,37.95447439,-94.22223021,1960,5,MAM,0.369756313,-0.588485132,-1.472696703,0.109936253,0.16222696,0.646309481,1.367600248,1.232852221,-1.418056782,-0.210000798,-0.18390709,0,0.9998898522517663,2,Type 2 (Later-entry storms)
999.661232,10.63785093,829.1859587,105.0298377,0.5,0.5,0.012389898,0.031473906,0.036462925,0.051109454,0.036157095,-0.000326951,0.00132275,0.004010865,0.009573366,0.003384345,58.22676365,-98.41947252,1960,6,JJA,0.386552484,0.322968839,-0.152176982,0.109598825,0.088954844,0.275954192,1.096225603,1.442393209,-0.587617383,-5.281159647,0.366351117,0,0.9999996308134704,2,Type 2 (Later-entry storms)
997.1849442,10.42059316,657.3474504,103.4688031,1.0,0.0,0.013624676,0.035549327,0.036475278,0.055003668,0.03757725,-0.00032606,0.001601085,0.004443136,0.00941221,0.003682418,40.70558484,-85.8281666,1960,6,JJA,0.386552484,0.322968839,-0.152176982,0.109598825,0.088954844,0.275954192,1.096225603,1.442393209,-0.587617383,-5.281159647,0.366351117,0,0.999999999999801,2,Type 2 (Later-entry storms)
994.431996,16.90439521,697.1509216,95.4901761,0.230769231,0.230769231,0.016449252,0.025753927,0.021603916,0.020881784,0.011685168,-1.96e-06,0.00164155,0.003381271,0.004586941,0.001523583,44.21873371,-103.2322676,1960,6,JJA,0.386552484,0.322968839,-0.152176982,0.109598825,0.088954844,0.275954192,1.096225603,1.442393209,-0.587617383,-5.281159647,0.366351117,1,0.9244913936694132,1,Type 1 (Earlier-entry storms)
988.1740605,25.44605843,1250.876506,146.8178485,0.333333333,0.047619048,0.007320057,0.020155184,0.024761559,0.016935469,0.009328443,0.000295172,0.00246343,0.001296708,-0.002780804,0.001078107,38.2255772,-100.2014453,1960,6,JJA,0.386552484,0.322968839,-0.152176982,0.109598825,0.088954844,0.275954192,1.096225603,1.442393209,-0.587617383,-5.281159647,0.366351117,1,0.9873689494695506,1,Type 1 (Earlier-entry storms)
1005.3026,12.34082579,546.8202166,61.08987877,0.333333333,0.0,0.009276015,0.003135655,0.004255669,0.015862051,0.002946549,-0.000441483,-0.001431352,-0.003731399,-0.004778058,-0.002469288,39.00295669,-81.50144112,1960,7,JJA,0.337348656,-0.35157719,0.688342739,-0.210738603,-0.186317272,0.555598902,0.184850959,1.351934197,-3.077177983,-10.16231849,-0.063390677,1,0.9809701956733156,1,Type 1 (Earlier-entry storms)
988.0796324,23.79856643,1184.966027,51.47330503,0.210526316,0.0,0.018646253,0.007793491,0.014069931,0.008345212,0.003227714,0.000580587,0.000840848,-0.001618179,-0.001329718,0.000222085,47.38540548,-79.29506911,1960,7,JJA,0.337348656,-0.35157719,0.688342739,-0.210738603,-0.186317272,0.555598902,0.184850959,1.351934197,-3.077177983,-10.16231849,-0.063390677,1,0.9997499659562796,1,Type 1 (Earlier-entry storms)
1000.396889,13.88699687,271.6764709,45.05932064,0.571428571,0.0,0.011660438,0.044623813,0.039127208,0.020699442,0.006634811,0.003103382,0.00721001,0.004974462,0.002615107,0.004317541,44.09846249,-82.35785558,1960,7,JJA,0.337348656,-0.35157719,0.688342739,-0.210738603,-0.186317272,0.555598902,0.184850959,1.351934197,-3.077177983,-10.16231849,-0.063390677,0,0.9953025369210577,2,Type 2 (Later-entry storms)
1000.663252,12.53631714,453.1113291,129.3550064,0.2,0.8,0.006306943,0.026543013,0.014518953,0.015518687,0.012594562,-0.001633565,-0.000759311,-0.002867816,-0.001260065,-0.001664949,44.2740415,-102.9513584,1960,7,JJA,0.337348656,-0.35157719,0.688342739,-0.210738603,-0.186317272,0.555598902,0.184850959,1.351934197,-3.077177983,-10.16231849,-0.063390677,0,0.9999999993456106,2,Type 2 (Later-entry storms)
985.6972025,22.93163419,1357.576606,112.7596922,0.145833333,0.729166667,0.002932972,0.026634117,0.014395873,0.015833142,0.012654918,-0.001957481,-0.001277986,-0.002879858,-0.002190531,-0.001565518,50.48786597,-112.6326172,1960,7,JJA,0.337348656,-0.35157719,0.688342739,-0.210738603,-0.186317272,0.555598902,0.184850959,1.351934197,-3.077177983,-10.16231849,-0.063390677,0,0.9999671405222531,2,Type 2 (Later-entry storms)
985.5046607,26.84351383,1574.622199,131.8556806,0.0,0.239130435,0.000452252,0.005067122,0.009614855,0.003748243,0.008786956,0.001376398,0.002933316,0.002073627,-0.000512079,0.002185488,61.24946959,-98.83190865,1960,8,JJA,0.402144827,-0.741123219,1.408862461,-0.181076032,0.070410612,-1.754756387,0.073476315,2.091475186,-0.686738584,-12.34347734,0.516867529,1,0.9995917364922566,1,Type 1 (Earlier-entry storms)
983.4320958,22.099154,827.745148,147.1307724,0.045454545,0.136363636,0.020213936,0.000563821,0.0010198,0.00092098,0.000636427,0.005084784,0.002748982,-0.000388322,0.001061662,0.001484363,45.50919503,-105.436927,1960,8,JJA,0.402144827,-0.741123219,1.408862461,-0.181076032,0.070410612,-1.754756387,0.073476315,2.091475186,-0.686738584,-12.34347734,0.516867529,1,0.9982321880927407,1,Type 1 (Earlier-entry storms)
986.5553632,20.52939377,561.7158309,60.62782339,0.125,0.0,0.014182665,0.004923282,0.006931157,0.003112809,0.002740836,-0.001812399,-0.000162257,-0.001876434,-0.002850517,-0.000292851,50.11348319,-81.59108827,1960,8,JJA,0.402144827,-0.741123219,1.408862461,-0.181076032,0.070410612,-1.754756387,0.073476315,2.091475186,-0.686738584,-12.34347734,0.516867529,1,0.9999420936061181,1,Type 1 (Earlier-entry storms)
979.1101856,27.49077846,1776.693376,94.65111805,0.025,0.15,0.014219323,0.004924103,0.006945147,0.003010237,0.002740836,-0.001900133,-0.000826191,-0.002224073,-0.003811325,-0.001072643,29.06250445,-84.12422633,1960,8,JJA,0.402144827,-0.741123219,1.408862461,-0.181076032,0.070410612,-1.754756387,0.073476315,2.091475186,-0.686738584,-12.34347734,0.516867529,1,0.9999395641446215,1,Type 1 (Earlier-entry storms)
985.969781,25.99229193,1745.571936,122.4968515,0.181818182,0.045454545,0.023836209,0.024601855,0.018199935,0.022484877,0.012111614,0.001668038,0.002861955,-0.000172753,-0.00038855,-0.001120995,50.0614103,-96.41267214,1960,8,JJA,0.402144827,-0.741123219,1.408862461,-0.181076032,0.070410612,-1.754756387,0.073476315,2.091475186,-0.686738584,-12.34347734,0.516867529,1,0.9998584055973376,1,Type 1 (Earlier-entry storms)
975.9334982,29.77502101,1104.050687,102.2533918,0.166666667,0.0,0.017209995,0.006216975,0.007222235,0.006457098,0.006789312,-0.008853181,-0.006318232,-0.001854522,-0.001850834,0.003098324,44.99156746,-88.09572671,1960,9,SON,0.276940999,-0.115669248,-0.980617818,-0.14141346,-0.187861504,0.704888323,-0.48789833,0.231016174,-1.226299185,-12.31463619,0.317125735,1,0.9999322097850499,1,Type 1 (Earlier-entry storms)
1001.650096,10.71020958,570.5014098,122.4512407,0.111111111,0.888888889,0.005670221,0.003407113,0.007362126,0.002010987,0.01059413,0.005164406,0.004968292,-0.001666894,-0.003320768,-0.003669454,54.34263961,-109.5922819,1960,9,SON,0.276940999,-0.115669248,-0.980617818,-0.14141346,-0.187861504,0.704888323,-0.48789833,0.231016174,-1.226299185,-12.31463619,0.317125735,0,0.9999999999977423,2,Type 2 (Later-entry storms)
970.897178,41.49325137,1230.027104,91.50138286,0.047619048,0.0,0.026224942,0.01688872,0.005021113,0.000448205,0.000576192,0.006182743,0.006586731,0.00761852,0.001851119,0.007481587,44.03474301,-91.00508601,1960,9,SON,0.276940999,-0.115669248,-0.980617818,-0.14141346,-0.187861504,0.704888323,-0.48789833,0.231016174,-1.226299185,-12.31463619,0.317125735,1,0.9999998656792447,1,Type 1 (Earlier-entry storms)
